Product ID,Product Name,Category,Country,City / Warehouse,Supplier,Date,Opening Stock,Units Sold,Units Received,Closing Stock,Reorder Level,Unit Cost,Lead Time (days),Damaged Units,Stock Status,Forecast Demand,Inventory Value
P003,Tablet,Electronics,Thailand,Bangkok,Supplier B,2024-04-02,186,28,34,192,99,644,4,10,Healthy,54,123648
P005,Keyboard,Electronics,India,Delhi,Supplier A,2024-04-03,269,22,35,282,99,817,10,6,Healthy,29,230394
P005,Keyboard,Electronics,China,Shenzhen,Supplier B,2024-04-04,92,11,20,101,96,929,2,1,Healthy,64,93829
P004,Monitor,Electronics,Germany,Berlin,Supplier C,2024-04-05,286,41,48,293,65,1325,5,2,Healthy,65,388225
P004,Monitor,Electronics,USA,New York,Supplier A,2024-04-06,96,28,2,70,97,696,10,5,Low,68,48720
P003,Tablet,Electronics,Thailand,Bangkok,Supplier C,2024-04-07,82,7,26,101,42,1064,9,10,Healthy,65,107464
P003,Tablet,Electronics,USA,New York,Supplier B,2024-04-08,62,16,24,70,65,410,9,10,Healthy,56,28700
P002,Phone,Electronics,India,Mumbai,Supplier C,2024-04-09,207,32,51,226,47,381,5,3,Healthy,29,86106
P001,Laptop,Electronics,China,Shanghai,Supplier C,2024-04-10,91,46,74,119,62,1337,3,8,Healthy,56,159103
P003,Tablet,Electronics,India,Delhi,Supplier A,2024-04-11,231,8,38,261,50,551,12,0,Healthy,46,143811
P005,Keyboard,Electronics,Germany,Munich,Supplier C,2024-04-12,120,56,69,133,77,122,6,6,Healthy,47,16226
P003,Tablet,Electronics,USA,Los Angeles,Supplier C,2024-04-13,131,10,38,159,53,742,5,3,Healthy,13,117978
P003,Tablet,Electronics,India,Delhi,Supplier C,2024-04-14,103,40,34,97,79,273,11,8,Healthy,59,26481
P001,Laptop,Electronics,Thailand,Bangkok,Supplier A,2024-04-15,174,9,2,167,47,1420,3,3,Healthy,12,237140
P001,Laptop,Electronics,China,Shanghai,Supplier A,2024-04-16,76,25,21,72,71,664,8,5,Healthy,13,47808
P001,Laptop,Electronics,Germany,Berlin,Supplier A,2024-04-17,124,8,62,178,100,1226,5,4,Healthy,40,218228
P002,Phone,Electronics,India,Delhi,Supplier A,2024-04-18,235,17,30,248,66,976,4,0,Healthy,14,242048
P004,Monitor,Electronics,Germany,Berlin,Supplier B,2024-04-19,134,48,49,135,69,988,14,5,Healthy,51,133380
P003,Tablet,Electronics,China,Shanghai,Supplier C,2024-04-20,236,30,67,273,48,1487,10,4,Healthy,67,405951
P002,Phone,Electronics,Thailand,Chiang Mai,Supplier C,2024-04-21,193,10,58,241,100,728,3,10,Healthy,10,175448
P001,Laptop,Electronics,India,Delhi,Supplier B,2024-04-22,111,9,38,140,77,97,15,4,Healthy,70,13580
P001,Laptop,Electronics,USA,Los Angeles,Supplier A,2024-04-23,204,37,77,244,75,1309,15,6,Healthy,54,319396
P001,Laptop,Electronics,Thailand,Bangkok,Supplier C,2024-04-24,115,7,77,185,40,940,14,7,Healthy,40,173900
P002,Phone,Electronics,Thailand,Chiang Mai,Supplier A,2024-04-25,184,36,10,158,100,159,12,8,Healthy,19,25122
P005,Keyboard,Electronics,Germany,Munich,Supplier C,2024-04-26,147,43,27,131,44,1230,14,4,Healthy,50,161130
P004,Monitor,Electronics,USA,Los Angeles,Supplier A,2024-04-27,131,35,66,162,71,546,14,3,Healthy,38,88452
P004,Monitor,Electronics,USA,Los Angeles,Supplier A,2024-04-28,184,25,77,236,49,409,6,4,Healthy,68,96524
P003,Tablet,Electronics,Germany,Berlin,Supplier C,2024-04-29,201,44,70,227,97,322,14,5,Healthy,23,73094
P003,Tablet,Electronics,USA,Los Angeles,Supplier A,2024-01-01,61,25,28,64,58,121,10,9,Healthy,53,7744
P003,Tablet,Electronics,Germany,Munich,Supplier C,2024-01-02,264,56,50,258,70,1222,15,0,Healthy,10,315276
P002,Phone,Electronics,China,Shenzhen,Supplier C,2024-01-03,127,5,25,147,62,315,14,6,Healthy,38,46305
P005,Keyboard,Electronics,Thailand,Chiang Mai,Supplier A,2024-01-04,269,46,57,280,44,1120,7,1,Healthy,12,313600
P002,Phone,Electronics,India,Mumbai,Supplier A,2024-01-05,214,51,70,233,83,474,9,0,Healthy,53,110442
P003,Tablet,Electronics,China,Shenzhen,Supplier A,2024-01-06,90,13,0,77,54,1496,7,8,Healthy,62,115192
P003,Tablet,Electronics,USA,Los Angeles,Supplier B,2024-01-07,225,53,16,188,61,1287,2,4,Healthy,20,241956
P002,Phone,Electronics,India,Delhi,Supplier A,2024-01-08,183,30,1,154,76,189,3,2,Healthy,30,29106
P001,Laptop,Electronics,USA,New York,Supplier B,2024-01-09,237,23,49,263,73,1380,2,8,Healthy,30,362940
P003,Tablet,Electronics,China,Shanghai,Supplier C,2024-01-10,266,54,21,233,94,1060,2,0,Healthy,44,246980
P004,Monitor,Electronics,USA,New York,Supplier C,2024-01-11,72,44,57,85,77,52,15,5,Healthy,61,4420
P004,Monitor,Electronics,India,Mumbai,Supplier A,2024-01-12,274,44,8,238,68,344,5,3,Healthy,15,81872
P001,Laptop,Electronics,Germany,Berlin,Supplier A,2024-01-13,225,16,30,239,48,1103,4,9,Healthy,13,263617
P001,Laptop,Electronics,Germany,Munich,Supplier B,2024-01-14,122,39,7,90,60,1236,10,5,Healthy,37,111240
P004,Monitor,Electronics,China,Shanghai,Supplier B,2024-01-15,150,24,47,173,59,1184,11,0,Healthy,62,204832
P005,Keyboard,Electronics,China,Shenzhen,Supplier B,2024-01-16,266,17,49,298,98,1038,13,3,Healthy,29,309324
P003,Tablet,Electronics,USA,New York,Supplier A,2024-01-17,135,41,50,144,51,107,3,1,Healthy,63,15408
P004,Monitor,Electronics,India,Delhi,Supplier B,2024-01-18,299,57,35,277,45,174,7,5,Healthy,49,48198
P001,Laptop,Electronics,India,Delhi,Supplier A,2024-01-19,255,22,22,255,42,638,3,2,Healthy,16,162690
P003,Tablet,Electronics,China,Shenzhen,Supplier C,2024-01-20,173,55,40,158,93,442,9,8,Healthy,10,69836
